Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-11 00:00:00-05:00,122.67693988636283,123.59094803193429,122.41580608690728,122.72046661376953,6631500,0.0,0.0
2019-12-12 00:00:00-05:00,123.01646681361801,123.66061470062279,122.50287257189059,123.03386688232422,5012400,0.0,0.0
2019-12-13 00:00:00-05:00,122.82493843572797,123.43427279684748,122.13725064907726,123.06867218017578,4257200,0.0,0.0
2019-12-16 00:00:00-05:00,123.37332560914848,124.34827381324367,123.16441857308618,123.42555236816406,5353100,0.0,0.0
2019-12-17 00:00:00-05:00,124.47885633056941,125.3928645755094,124.0610289235231,124.96632385253906,10722400,0.0,0.0
2019-12-18 00:00:00-05:00,125.1056107555909,125.24489099286689,124.25254254664085,124.64425659179688,7849200,0.0,0.0
2019-12-19 00:00:00-05:00,125.25356642648948,126.9858291708386,125.00983270037399,126.52447509765625,9414700,0.0,0.0
2019-12-20 00:00:00-05:00,127.8563182467379,128.6919729915246,126.04571525637644,127.14251708984375,14532800,0.0,0.0
2019-12-23 00:00:00-05:00,126.86399317318183,127.75187484183772,126.51579256366422,127.47332763671875,6558700,0.0,0.0
2019-12-24 00:00:00-05:00,127.09029799026901,127.0989980235022,126.44613690368917,127.02935791015625,4238900,0.0,0.0
2019-12-26 00:00:00-05:00,127.06418865896097,127.24698234013984,126.35910075228321,126.94232177734375,3019300,0.0,0.0
2019-12-27 00:00:00-05:00,127.26437173000942,127.56904551793947,126.68985084662259,126.8726577758789,3432700,0.0,0.0
2019-12-30 00:00:00-05:00,126.89879971632328,127.26440037463378,126.24593855166289,126.48097229003906,2923300,0.0,0.0
2019-12-31 00:00:00-05:00,126.3068507321588,127.09897867558684,126.02829032117948,126.97711181640625,4435000,0.0,0.0
2020-01-02 00:00:00-05:00,126.97714788120112,127.10772809187013,126.28947325532721,127.06420135498047,5777000,0.0,0.0
2020-01-03 00:00:00-05:00,124.91410405800455,126.54190032738657,124.47886327731464,125.59307861328125,5752400,0.0,0.0
2020-01-06 00:00:00-05:00,125.3493402718288,125.52343392126308,124.34829182571112,125.43639373779297,7731300,0.0,0.0
2020-01-07 00:00:00-05:00,125.35803211630359,126.61152756233523,123.0686748749336,126.20240020751953,7382900,0.0,0.0
2020-01-08 00:00:00-05:00,126.10665175760782,127.07288676235885,125.08818998759897,126.18500518798828,6605800,0.0,0.0
2020-01-09 00:00:00-05:00,126.88137718455252,127.11641090592076,126.2111160007331,126.5593032836914,6112700,0.0,0.0
2020-01-10 00:00:00-05:00,126.87268333268115,127.24698401597286,126.13276871722877,126.27204895019531,5042600,0.0,0.0
2020-01-13 00:00:00-05:00,126.63764797101946,126.90749511736249,125.97608679667871,126.82915496826172,4593200,0.0,0.0
2020-01-14 00:00:00-05:00,126.26334461967747,127.62129363865331,125.98478416322415,127.54295349121094,7037500,0.0,0.0
2020-01-15 00:00:00-05:00,127.43848816773884,128.3089696805854,127.29922122037867,127.969482421875,4960300,0.0,0.0
2020-01-16 00:00:00-05:00,128.3263965050325,129.5624787891719,127.26440788524461,129.00537109375,6476000,0.0,0.0
