Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-11 00:00:00-05:00,112.99636915197733,113.59621660348883,112.45276231518268,113.20256805419922,3438100,0.0,0.0
2019-12-12 00:00:00-05:00,112.99638623088235,114.28043867468666,112.99638623088235,114.06486511230469,2959400,0.0,0.0
2019-12-13 00:00:00-05:00,114.3272900198521,114.52411429902642,113.1463371940604,113.905517578125,3343900,0.0,0.0
2019-12-16 00:00:00-05:00,115.34889909570043,116.46424379284663,114.40226193971294,115.1427001953125,3468400,0.0,0.0
2019-12-17 00:00:00-05:00,116.22055639974886,119.0604607870105,115.57384295089871,117.46711730957031,6718800,0.0,0.0
2019-12-18 00:00:00-05:00,119.85712430926063,121.82537410256646,119.67904929916912,121.35674285888672,8173000,0.0,0.0
2019-12-19 00:00:00-05:00,120.98184941842815,122.77202428796686,120.2882699958003,122.64080810546875,4423400,0.0,0.0
2019-12-20 00:00:00-05:00,124.17794424922452,128.40499401308824,123.00636583669635,124.12169647216797,9229900,0.0,0.0
2019-12-23 00:00:00-05:00,124.08418485929232,124.26226702691724,122.80950725583575,122.9219741821289,2473400,0.0,0.0
2019-12-24 00:00:00-05:00,122.84702963942853,122.9782458461012,121.96600040827175,122.88451385498047,1215800,0.0,0.0
2019-12-26 00:00:00-05:00,122.78139672723756,123.43747766624504,122.46273088564705,122.91261291503906,1272000,0.0,0.0
2019-12-27 00:00:00-05:00,123.31562666366624,123.5030762922319,122.63141478224117,123.26876068115234,2161300,0.0,0.0
2019-12-30 00:00:00-05:00,123.26875227356706,123.65301898039615,122.65952314541892,123.06255340576172,1856200,0.0,0.0
2019-12-31 00:00:00-05:00,122.95007161304254,123.26875168999874,122.3127400621079,123.18438720703125,1549800,0.0,0.0
2020-01-02 00:00:00-05:00,123.50312179866334,123.9623714126426,122.52836048857374,123.91551971435547,2204200,0.0,0.0
2020-01-03 00:00:00-05:00,122.12532035994153,124.15917849774729,122.05970511283857,123.50309753417969,1963500,0.0,0.0
2020-01-06 00:00:00-05:00,123.17503660788775,124.24351529080784,122.72515461020845,123.96233367919922,2102900,0.0,0.0
2020-01-07 00:00:00-05:00,123.43747489665616,124.59030382800962,123.43747489665616,124.1966552734375,2448300,0.0,0.0
2020-01-08 00:00:00-05:00,124.14981755544811,125.79002720145357,123.72803791956646,125.32139587402344,5188600,0.0,0.0
2020-01-09 00:00:00-05:00,126.1086855290104,127.80512854460196,125.60255571682202,127.39273071289062,4522800,0.0,0.0
2020-01-10 00:00:00-05:00,127.26153026775633,129.5953195760789,127.02721458906308,129.34225463867188,4177600,0.0,0.0
2020-01-13 00:00:00-05:00,129.52964160355393,131.2073490594945,129.23909259089612,130.2232208251953,5117100,0.0,0.0
2020-01-14 00:00:00-05:00,130.2701436070017,132.0603044369506,129.45471535936684,131.82598876953125,4685200,0.0,0.0
2020-01-15 00:00:00-05:00,131.76039302285434,132.80075519934152,131.22614641532314,132.25714111328125,3676500,0.0,0.0
2020-01-16 00:00:00-05:00,132.9319356574758,133.0631518290655,131.07616000170992,132.55702209472656,3794800,0.0,0.0
2020-01-17 00:00:00-05:00,132.04156440119513,132.84761083817008,130.61692119367117,130.8231201171875,5393200,0.0,0.0
2020-01-21 00:00:00-05:00,130.7481279802068,132.6882683568872,129.74525016969272,132.06967163085938,4849500,0.0,0.0
2020-01-22 00:00:00-05:00,132.38834491934915,133.32560753824723,131.86348014100508,132.67889404296875,2742100,0.0,0.0
2020-01-23 00:00:00-05:00,132.3883448077707,132.847608639181,131.10429959744022,132.35086059570312,3138700,0.0,0.0
2020-01-24 00:00:00-05:00,132.9506967439042,133.08191292717243,129.99831116813155,130.34510803222656,3183300,0.0,0.0
2020-01-27 00:00:00-05:00,128.72363615792847,130.37322741135569,128.72363615792847,129.63278198242188,2826400,0.0,0.0
2020-01-28 00:00:00-05:00,129.98897627433666,131.10432126243495,129.55782910610313,130.52320861816406,2649100,0.0,0.0
2020-01-29 00:00:00-05:00,130.75751877374734,132.2852616054999,130.25140319042438,131.1417999267578,2815500,0.0,0.0
2020-01-30 00:00:00-05:00,129.51092453533158,134.70336676008952,129.4359561211355,133.71923828125,5243400,0.0,0.0
2020-01-31 00:00:00-05:00,133.8879679903888,133.8879679903888,130.72001582922874,130.8793487548828,3913500,0.0,0.0
2020-02-03 00:00:00-05:00,131.71352287321452,132.68828406626795,130.91684387705507,132.15403747558594,5137800,0.0,0.0
2020-02-04 00:00:00-05:00,133.3724848410138,135.0314438215801,132.8851042334334,134.4409637451172,3177500,0.0,0.0
2020-02-05 00:00:00-05:00,135.69685008813028,138.11498881342078,135.46253448647215,138.10562133789062,4060900,0.0,0.0
2020-02-06 00:00:00-05:00,138.47120527558073,138.5930397093332,137.59954347222603,138.05880737304688,3285000,0.0,0.0
2020-02-07 00:00:00-05:00,137.98375904370263,137.98375904370263,136.25919981789352,137.22457885742188,2670400,0.0,0.0
2020-02-10 00:00:00-05:00,132.6226403588956,136.41855624713384,132.26647604152555,136.3810577392578,4892100,0.0,0.0
2020-02-11 00:00:00-05:00,136.5872327182684,136.70908139530002,134.19721096245962,135.20008850097656,2976400,0.0,0.0
2020-02-12 00:00:00-05:00,135.5937278856502,135.80929419856585,134.48776529622583,134.50650024414062,3953200,0.0,0.0
2020-02-13 00:00:00-05:00,134.59134262853706,135.420413314463,133.58326673763904,133.5926971435547,3455500,0.74,0.0
2020-02-14 00:00:00-05:00,134.01665778228545,134.08261312577983,132.43390204585717,132.95205688476562,2273700,0.0,0.0
2020-02-18 00:00:00-05:00,132.85783433587508,133.7434298886477,132.39619012468444,132.84840393066406,2858200,0.0,0.0
2020-02-19 00:00:00-05:00,133.42311722903608,133.63038491490286,132.23605042639704,132.67884826660156,3082800,0.0,0.0
2020-02-20 00:00:00-05:00,133.43250224368094,134.54419729367396,133.02738304071383,133.7810821533203,3417000,0.0,0.0
